Notes,ICD-10 130 Cause List (Infants),ICD-10 130 Cause List (Infants) Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2010,2010,472,3999386,0.12
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2011,2011,461,3953590,0.12
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2012,2012,425,3952841,0.11
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2013,2013,393,3932181,0.1
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2014,2014,444,3988076,0.11
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2015,2015,408,3978497,0.1
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2016,2016,400,3945875,0.1
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2017,2017,382,3855500,0.1
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2018,2018,377,3791712,0.1
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2019,2019,351,3747540,0.09
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2020,2020,319,3613647,0.09
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2021,2021,344,3664292,0.09
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2022,2022,337,3667758,0.09
,"#Neonatal hemorrhage (P50-P52,P54)",GR130-110,2023,2023,344,3596017,0.1
,#Hemorrhagic disease of newborn (P53),GR130-111,2007,2007,0,4316233,0
,#Hemorrhagic disease of newborn (P53),GR130-111,2008,2008,Suppressed,4247726,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2009,2009,Suppressed,4130665,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2010,2010,Suppressed,3999386,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2011,2011,0,3953590,0
,#Hemorrhagic disease of newborn (P53),GR130-111,2012,2012,0,3952841,0
,#Hemorrhagic disease of newborn (P53),GR130-111,2013,2013,Suppressed,3932181,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2014,2014,Suppressed,3988076,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2015,2015,Suppressed,3978497,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2016,2016,Suppressed,3945875,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2017,2017,0,3855500,0
,#Hemorrhagic disease of newborn (P53),GR130-111,2018,2018,Suppressed,3791712,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2019,2019,Suppressed,3747540,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2020,2020,0,3613647,0
,#Hemorrhagic disease of newborn (P53),GR130-111,2021,2021,Suppressed,3664292,Suppressed
,#Hemorrhagic disease of newborn (P53),GR130-111,2022,2022,0,3667758,0
,#Hemorrhagic disease of newborn (P53),GR130-111,2023,2023,Suppressed,3596017,Suppressed
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2007,2007,15,4316233,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2008,2008,10,4247726,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2009,2009,15,4130665,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2010,2010,Suppressed,3999386,Suppressed
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2011,2011,18,3953590,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2012,2012,12,3952841,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2013,2013,15,3932181,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2014,2014,10,3988076,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2015,2015,Suppressed,3978497,Suppressed
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2016,2016,19,3945875,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2017,2017,11,3855500,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2018,2018,10,3791712,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2019,2019,16,3747540,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2020,2020,Suppressed,3613647,Suppressed
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2021,2021,Suppressed,3664292,Suppressed
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2022,2022,11,3667758,0.00 (Unreliable)
,#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59),GR130-112,2023,2023,14,3596017,0.00 (Unreliable)
,#Hematological disorders (P60-P61),GR130-113,2007,2007,101,4316233,0.02
,#Hematological disorders (P60-P61),GR130-113,2008,2008,82,4247726,0.02
,#Hematological disorders (P60-P61),GR130-113,2009,2009,91,4130665,0.02
,#Hematological disorders (P60-P61),GR130-113,2010,2010,78,3999386,0.02
,#Hematological disorders (P60-P61),GR130-113,2011,2011,83,3953590,0.02
,#Hematological disorders (P60-P61),GR130-113,2012,2012,81,3952841,0.02
,#Hematological disorders (P60-P61),GR130-113,2013,2013,88,3932181,0.02
,#Hematological disorders (P60-P61),GR130-113,2014,2014,105,3988076,0.03
,#Hematological disorders (P60-P61),GR130-113,2015,2015,104,3978497,0.03
,#Hematological disorders (P60-P61),GR130-113,2016,2016,95,3945875,0.02
,#Hematological disorders (P60-P61),GR130-113,2017,2017,109,3855500,0.03
,#Hematological disorders (P60-P61),GR130-113,2018,2018,91,3791712,0.02
,#Hematological disorders (P60-P61),GR130-113,2019,2019,94,3747540,0.03
,#Hematological disorders (P60-P61),GR130-113,2020,2020,112,3613647,0.03
,#Hematological disorders (P60-P61),GR130-113,2021,2021,97,3664292,0.03
,#Hematological disorders (P60-P61),GR130-113,2022,2022,131,3667758,0.04
,#Hematological disorders (P60-P61),GR130-113,2023,2023,94,3596017,0.03
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2007,2007,14,4316233,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2008,2008,10,4247726,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2009,2009,11,4130665,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2010,2010,Suppressed,3999386,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2011,2011,10,3953590,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2012,2012,Suppressed,3952841,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2013,2013,Suppressed,3932181,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2014,2014,Suppressed,3988076,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2015,2015,Suppressed,3978497,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2016,2016,14,3945875,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2017,2017,14,3855500,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2018,2018,Suppressed,3791712,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2019,2019,12,3747540,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2020,2020,Suppressed,3613647,Suppressed
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2021,2021,10,3664292,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2022,2022,11,3667758,0.00 (Unreliable)
,#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2),GR130-114,2023,2023,Suppressed,3596017,Suppressed
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2007,2007,556,4316233,0.13
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2008,2008,553,4247726,0.13
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2009,2009,483,4130665,0.12
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2010,2010,474,3999386,0.12
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2011,2011,397,3953590,0.1
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2012,2012,344,3952841,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2013,2013,357,3932181,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2014,2014,381,3988076,0.1
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2015,2015,364,3978497,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2016,2016,343,3945875,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2017,2017,337,3855500,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2018,2018,298,3791712,0.08
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2019,2019,356,3747540,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2020,2020,301,3613647,0.08
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2021,2021,316,3664292,0.09
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2022,2022,356,3667758,0.1
,#Necrotizing enterocolitis of newborn (P77),GR130-115,2023,2023,339,3596017,0.09
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2007,2007,183,4316233,0.04
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2008,2008,172,4247726,0.04
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2009,2009,194,4130665,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2010,2010,152,3999386,0.04
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2011,2011,174,3953590,0.04
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2012,2012,186,3952841,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2013,2013,186,3932181,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2014,2014,180,3988076,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2015,2015,178,3978497,0.04
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2016,2016,181,3945875,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2017,2017,165,3855500,0.04
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2018,2018,190,3791712,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2019,2019,175,3747540,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2020,2020,173,3613647,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2021,2021,177,3664292,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2022,2022,175,3667758,0.05
,#Hydrops fetalis not due to hemolytic disease (P83.2),GR130-116,2023,2023,188,3596017,0.05
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2007,2007,1437,4316233,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2008,2008,1380,4247726,0.32
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2009,2009,1369,4130665,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2010,2010,1267,3999386,0.32
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2011,2011,1318,3953590,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2012,2012,1268,3952841,0.32
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2013,2013,1339,3932181,0.34
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2014,2014,1302,3988076,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2015,2015,1228,3978497,0.31
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2016,2016,1300,3945875,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2017,2017,1301,3855500,0.34
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2018,2018,1236,3791712,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2019,2019,1172,3747540,0.31
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2020,2020,1192,3613647,0.33
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2021,2021,1169,3664292,0.32
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2022,2022,1376,3667758,0.38
,"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)",GR130-117,2023,2023,1333,3596017,0.37
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2007,2007,5823,4316233,1.35
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2008,2008,5681,4247726,1.34
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2009,2009,5358,4130665,1.3
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2010,2010,5115,3999386,1.28
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2011,2011,5016,3953590,1.27
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2012,2012,4967,3952841,1.26
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2013,2013,4778,3932181,1.22
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2014,2014,4754,3988076,1.19
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2015,2015,4847,3978497,1.22
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2016,2016,4823,3945875,1.22
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2017,2017,4596,3855500,1.19
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2018,2018,4501,3791712,1.19
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2019,2019,4313,3747540,1.15
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2020,2020,4047,3613647,1.12
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2021,2021,3990,3664292,1.09
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2022,2022,4004,3667758,1.09
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR130-118,2023,2023,4030,3596017,1.12
,Anencephaly and similar malformations (Q00),GR130-119,2007,2007,323,4316233,0.07
,Anencephaly and similar malformations (Q00),GR130-119,2008,2008,342,4247726,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2009,2009,329,4130665,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2010,2010,297,3999386,0.07
,Anencephaly and similar malformations (Q00),GR130-119,2011,2011,278,3953590,0.07
,Anencephaly and similar malformations (Q00),GR130-119,2012,2012,335,3952841,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2013,2013,297,3932181,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2014,2014,313,3988076,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2015,2015,296,3978497,0.07
,Anencephaly and similar malformations (Q00),GR130-119,2016,2016,297,3945875,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2017,2017,317,3855500,0.08
,Anencephaly and similar malformations (Q00),GR130-119,2018,2018,267,3791712,0.07
